name,education,quote
Richard Meier,https://imgix.ranker.com/node_img/96/1905618/original/richard-meier-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Richard Meier is an American abstract artist and architect, whose geometric designs make prominent use of the color white. A winner of the Pritzker Architecture Prize in 1984, some of his more iconic buildings include the Barcelona Museum of Contemporary Art and the Getty Center in Los Angeles.",Age: 89,"Place of Birth: Downtown Newark, Newark, New Jersey","Structures: Sandra Day O'Connor United States Courthouse, Barcelona Museum of Contemporary Art, Twin Parks Northeast Housing Complex, Frederick J. Smith House, Museum für angewandte Kunst Frankfurt"
Alvar Aalto,https://imgix.ranker.com/node_img/23/442913/original/alvar-aalto-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Hugo Alvar Henrik Aalto was a Finnish architect and designer, as well as a sculptor and painter. His work includes architecture, furniture, textiles and glassware. Aalto's early career runs in parallel with the rapid economic growth and industrialization of Finland during the first half of the twentieth century and many of his clients were industrialists; among these were the Ahlström-Gullichsen family. The span of his career, from the 1920s to the 1970s, is reflected in the styles of his work, ranging from Nordic Classicism of the early work, to a rational International Style Modernism during the 1930s to a more organic modernist style from the 1940s onwards. His furniture designs were considered Scandinavian Modern. What is typical for his entire career, however, is a concern for design as a Gesamtkunstwerk, a total work of art; whereby he – together with his first wife Aino Aalto – would design not just the building, but give special treatments to the interior surfaces and design furniture, lamps, and furnishings and glassware. The Alvar Aalto Museum, designed by Aalto himself, is located in what is regarded as his home city Jyväskylä.",Age: Dec. at 78 (1898-1976),"Place of Birth: Kuortane, Finland","Structures: Säynätsalo Town Hall, KUNSTEN Museum of Modern Art Aalborg, PK2 Summa Mill Building, Villa Mairea, Mount Angel Abbey"
,,,,,
Moshe Safdie,https://imgix.ranker.com/node_img/81/1617862/original/moshe-safdie-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Moshe Safdie, CC, FAIA is an Israeli/Canadian/American architect, urban designer, educator, theorist, and author. He is most identified with Habitat 67, which paved the way for his international career.",Age: 85,"Place of Birth: Haifa, Israel","Structures: Pantages Tower, Vancouver Central Library, National Gallery of Canada, Habitat 67, The Class of 1959 Chapel"
Michael Graves,https://imgix.ranker.com/node_img/79/1574049/original/michael-graves-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Michael Graves was an American architect. Identified as one of The New York Five, as well as Memphis Group, Graves was known first for his contemporary building designs and some prominent public commissions that became iconic examples of Postmodern architecture, such as the Portland Building and the Denver Public Library. His recognition grew through designing domestic products sold by premium Italian housewares maker Alessi, and later low-cost new designs at stores such as Target and J. C. Penney in the United States. He was a representative of New Urbanism and New Classical Architecture and formerly designed postmodern buildings, and was recognized as a major influence in all three movements.",Age: 89,"Place of Birth: Indianapolis, Indiana","Structures: Disney's Hotel New York, Snyderman House, Newark Museum, Portland Building, Walt Disney World Dolphin"
,,,,,
Norman Foster,https://imgix.ranker.com/node_img/102/2039643/original/sir-norman-foster-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Norman Robert Foster, Baron Foster of Thames Bank, OM, HonFREng is an English architect whose company, Foster + Partners, maintains an international design practice famous for high-tech architecture. He is one of Britain's most prolific architects of his generation. In 1999 he was awarded the Pritzker Architecture Prize, often referred to as the Nobel Prize of architecture. In 2009 Foster was awarded the Prince of Asturias Award in the Arts category. In 1994 he received the AIA Gold Medal.",Age: 88,Place of Birth: England,"Structures: National Portrait Gallery, Terminal 3, Beijing Capital International Airport, 30 St Mary Axe, Metro Bilbao"
Renzo Piano,https://imgix.ranker.com/node_img/95/1893546/original/renzo-piano-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Renzo Piano, Cavaliere di Gran Croce OMRI is an Italian Pritzker Prize-winning architect. Architecture critic Nicolai Ouroussoff said of Piano's works that the ""...serenity of his best buildings can almost make you believe that we live in a civilized world."" In 2006, Piano was selected by TIME as one of the 100 most influential people in the world. He was selected as the 10th most influential person in the ""Arts and Entertainment"" category of the 2006 Time 100. In August 2013 he was appointed Senator for Life in the Italian Senate by President Giorgio Napolitano.",Age: 86,"Place of Birth: Genoa, Italy","Structures: California Academy of Sciences, The New York Times Building, Art Institute of Chicago Building, Morgan Library, Vulcano Buono"
Philip Johnson,https://imgix.ranker.com/node_img/90/1794126/original/philip-johnson-visual-artists-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Philip Cortelyou Johnson was an influential American architect. He is especially known for his postmodern work since the 1980s. In 1930, he founded the Department of Architecture and Design at the Museum of Modern Art in New York City. In 1978 he was awarded an American Institute of Architects Gold Medal and in 1979 the first Pritzker Architecture Prize. He was a student at the Harvard Graduate School of Design. Johnson was gay, and has been called ""the best-known openly gay architect in America."" In 1961, he was elected into the National Academy of Design as an Associate member and became a full Academician in 1963. He came out publicly in 1993. Johnson died in his sleep while at his Glass House retreat in 2005. He was survived by his partner of 45 years, David Whitney, who died later that year at age 66.",Age: Dec. at 98 (1906-2005),"Place of Birth: USA, Cleveland, Ohio","Structures: 190 South LaSalle Street, Elmer Holmes Bobst Library, Two International Place, One International Place, Glass House"
Ludwig Mies van der Rohe,https://imgix.ranker.com/user_node_img/75/1484712/original/ludwig-mies-van-der-rohe-writers-photo-u1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Ludwig Mies van der Rohe was a German-American architect. He is commonly referred to and was addressed as Mies, his surname. Along with Le Corbusier, Walter Gropius and Frank Lloyd Wright, he is widely regarded as one of the pioneering masters of modern architecture. Mies, like many of his post-World War I contemporaries, sought to establish a new architectural style that could represent modern times just as Classical and Gothic did for their own eras. He created an influential twentieth-century architectural style, stated with extreme clarity and simplicity. His mature buildings made use of modern materials such as industrial steel and plate glass to define interior spaces. He strove toward an architecture with a minimal framework of structural order balanced against the implied freedom of free-flowing open space. He called his buildings ""skin and bones"" architecture. He sought a rational approach that would guide the creative process of architectural design, but he was always concerned with expressing the spirit of the modern era. He is often associated with his quotation of the aphorisms, ""less is more"" and ""God is in the details"".",Age: Dec. at 83 (1886-1969),"Place of Birth: Aachen, Germany","Structures: Lafayette Pavilion Apartments, 1300 Lafayette East Cooperative, S. R. Crown Hall, Barcelona Pavilion, Highfield House Condominium"
Erich Mendelsohn,https://imgix.ranker.com/node_img/48/948341/original/erich-mendelsohn-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Erich Mendelsohn was a Jewish German architect, known for his expressionist architecture in the 1920s, as well as for developing a dynamic functionalism in his projects for department stores and cinemas. Mendelsohn is a pioneer of the Art Deco and Streamline Moderne architecture, notably with his 1921 Mossehaus design.",Age: Dec. at 66 (1887-1953),"Place of Birth: Olsztyn, Poland","Structures: Dr C Weitzman House, Jerusalem, Park Synagogue, The De La Warr Pavilion, Mossehaus"
Rem Koolhaas,https://imgix.ranker.com/node_img/95/1892035/original/rem-koolhaas-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Remment Lucas ""Rem"" Koolhaas is a Dutch architect, architectural theorist, urbanist and Professor in Practice of Architecture and Urban Design at the Graduate School of Design at Harvard University. Koolhaas studied at the Architectural Association School of Architecture in London and at Cornell University in Ithaca, New York. Koolhaas is the founding partner of OMA, and of its research-oriented counterpart AMO based in Rotterdam, the Netherlands. In 2005, he co-founded Volume Magazine together with Mark Wigley and Ole Bouman In 2000, Rem Koolhaas won the Pritzker Prize. In 2008, Time put him in their top 100 of The World's Most Influential People.",Age: 79,"Place of Birth: Netherlands, Rotterdam","Structures: Dee and Charles Wyly Theatre, Casa da Música, Maison a Bordeaux, 111 First Street, Embassy of the Netherlands"
Marcel Breuer,https://imgix.ranker.com/node_img/76/1515005/original/marcel-breuer-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Marcel Lajos Breuer, was a Hungarian-born modernist, architect and furniture designer. One of the masters of Modernism, Breuer extended the sculptural vocabulary he had developed in the carpentry shop at the Bauhaus into a personal architecture that made him one of the world’s most popular architects at the peak of 20th-Century design.",Age: Dec. at 79 (1902-1981),"Place of Birth: Pécs, Hungary","Structures: Saint John's Abbey, Waldenmark, Robert C. Weaver Federal Building, Whitney Museum of American Art, Flaine Resort"
Robert Venturi,https://imgix.ranker.com/node_img/97/1923217/original/robert-venturi-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Robert Charles Venturi, Jr. is an American architect, founding principal of the firm Venturi, Scott Brown and Associates, and one of the major architectural figures in the twentieth century. Together with his wife and partner, Denise Scott Brown, he helped to shape the way that architects, planners and students experience and think about architecture and the American built environment. Their buildings, planning, theoretical writings and teaching have also contributed to the expansion of discourse about architecture. Venturi was awarded the Pritzker Prize in Architecture in 1991; the prize was awarded to him alone, despite a request to include his equal partner Denise Scott Brown. A group of women architects attempted to get her name added retroactively to the prize, but the Pritzker Prize jury declined to do so. Venturi is also known for coining the maxim ""Less is a bore"", a postmodern antidote to Mies van der Rohe's famous modernist dictum ""Less is more"". Venturi lives in Philadelphia with Denise Scott Brown.",Age: 98,"Place of Birth: Philadelphia, Pennsylvania","Structures: Best Products Warehouse, Gordon Wu Hall, Sainsbury Wing, Allen Memorial Art Museum, Vanna Venturi House"
Robert A. M. Stern,https://imgix.ranker.com/node_img/96/1917696/original/robert-a-m-stern-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Robert Arthur Morton Stern, usually credited as Robert A. M. Stern, is an American architect and writer. He is currently the Dean of the Yale School of Architecture. Stern is a representative of New Urbanism and New Classical Architecture, with a particular emphasis on urban context and the continuity of traditions. He may have been the first architect to use the term ""postmodernism,"" but more recently he has used the phrase ""Modern traditionalist"" to describe his work. In 2011, Stern was honored with the renowned Driehaus Architecture Prize for his achievements in contemporary classical architecture. Some of his firm's major works include New York City's new classical 15 Central Park West, and the late modern Comcast Center skyscraper in Philadelphia.",Age: 84,"Place of Birth: New York City, New York","Structures: Hobby Center for the Performing Arts, 99 Church Street, Comcast Center, Nashville Public Library Central Library, Mandarin Oriental"
Charles Rennie Mackintosh,https://imgix.ranker.com/node_img/36/704427/original/charles-rennie-mackintosh-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Charles Rennie Mackintosh was a Scottish architect, designer, water colourist and artist. He was a designer in the post impressionist movement and also the main representative of Art Nouveau in the United Kingdom. He had considerable influence on European design. He was born in Glasgow and he died in London.",Age: Dec. at 60 (1868-1928),"Place of Birth: Glasgow, United Kingdom","Structures: Hill House, Queen's Cross Church, Glasgow, Cranston Tearoom, The Lighthouse"
Stanford White,https://imgix.ranker.com/node_img/105/2084229/original/stanford-white-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Stanford White was an American architect and partner in the architectural firm of McKim, Mead & White, the frontrunner among Beaux-Arts firms. He designed a long series of houses for the rich, and numerous public, institutional, and religious buildings. His design principles embodied the ""American Renaissance"". In 1906, White was murdered by millionaire Harry Kendall Thaw over White's affair with Thaw's wife, actress Evelyn Nesbit, leading to a court case which was dubbed ""The Trial of the Century"" by contemporary reporters.",Age: Dec. at 52 (1853-1906),"Place of Birth: New York City, New York","Structures: Washington Club, Tiffany and Company Building, Pennsylvania Station, The Rotunda, Hall of Fame Complex"
Tadao Ando,https://imgix.ranker.com/node_img/108/2141616/original/tadao-ando-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Tadao Ando is a Japanese self-taught architect whose approach to architecture and landscape was categorized by architectural historian Francesco Dal Co as ""critical regionalism"".",Age: 82,"Place of Birth: Minato-ku, Osaka, Japan","Structures: Hyōgo Prefectural Museum of Art, Nagaragawa Convention Center, Pulitzer Foundation for the Arts, Church of the Light, Piccadilly Gardens"
James Wyatt,https://imgix.ranker.com/node_img/64/1265167/original/james-wyatt-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"James Wyatt RA, was an English architect, a rival of Robert Adam in the neoclassical style and neo-Gothic style.",Age: Dec. at 67 (1746-1813),"Place of Birth: Weeford, United Kingdom","Structures: Fonthill Abbey, Castle Coole, Pantheon, London, Sheffield Park"
Pietro Belluschi,https://imgix.ranker.com/node_img/91/1803020/original/pietro-belluschi-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Pietro Belluschi was an Italian-born American architect, a leader of the Modern Movement in architecture, and was responsible for the design of over 1,000 buildings. Born in Italy, Belluschi's architectural career began as a draftsman in a Portland, Oregon firm. He achieved a national reputation within about 20 years, largely for his 1947 aluminum-clad Equitable Building. In 1951 he was named the dean of the MIT School of Architecture and Planning, where he served until 1965, also working as collaborator and design consultant for many high-profile commissions, most famously the 1963 Pan Am Building. He won the 1972 AIA Gold Medal.",Age: Dec. at 94 (1899-1994),"Place of Birth: Ancona, Italy","Structures: Louise M. Davies Symphony Hall, MetLife Building, Bank of America Center, Portland Art Museum, First Presbyterian Church"
Gordon Bunshaft,https://imgix.ranker.com/node_img/55/1088233/original/gordon-bunshaft-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Gordon Bunshaft, FAIA, was an American architect, a leading proponent of modern design in the mid-twentieth century. A partner in the architectural firm Skidmore, Owings & Merrill, Bunshaft joined in 1937 and remained for more than 40 years. The long list of his notable buildings includes Lever House in New York, the Beinecke Rare Book and Manuscript Library at Yale University, the Hirshhorn Museum and Sculpture Garden in Washington, D.C., the National Commercial Bank in Jeddah, Saudi Arabia, 140 Broadway and Manufacturers Hanover Trust Branch Bank in New York; the last was the first post-war ""transparent"" bank on the East Coast.",Age: Dec. at 81 (1909-1990),"Place of Birth: Buffalo, New York","Structures: Reynolds Metals Company International Headquarters, Lever House, Lyndon Baines Johnson Library and Museum, One Chase Manhattan Plaza, Marine Midland Building"
,,,,,
Antonio da Sangallo the Younger,https://imgix.ranker.com/node_img/24/475733/original/antonio-da-sangallo-the-younger-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Antonio da Sangallo the Younger, born Antonio Cordiani, was an Italian architect active during the Renaissance.",Age: Dec. at 62 (1484-1546),"Place of Birth: Florence, Italy","Structures: Santa Maria in Monserrato degli Spagnoli, Palazzo Baldassini, Villa Madama, Palazzo Palma, Santo Spirito in Sassia"
"John Wood, the Elder",https://imgix.ranker.com/node_img/66/1316738/original/john-wood-the-elder-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"John Wood, the Elder, was an English architect, working mainly in Bath. In 1740 he surveyed Stonehenge and the Stanton Drew stone circles. He later wrote extensively about Bladud and Neo-Druidism. Because of some of his designs he is also thought to have been involved in the early years of Freemasonry. His notable work in Bath included: St John's Hospital, Queen Square, Prior Park, The Royal Mineral Water Hospital, the North and South Parades and The Circus. Wood also designed important buildings outside Bath, including the reconstruction of Llandaff Cathedral, Buckland House, The Exchange, Bristol, and Liverpool Town Hall. He has been described by Nikolaus Pevsner as ""one of the outstanding architects of the day"".",Age: Dec. at 50 (1704-1754),"Place of Birth: Yorkshire, United Kingdom","Structures: The Exchange, Bristol, Roman Baths, Queen Square, Ralph Allen's Town House"
Giacomo Barozzi da Vignola,https://imgix.ranker.com/node_img/54/1068462/original/giacomo-barozzi-da-vignola-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Giacomo Barozzi da Vignola was one of the great Italian architects of 16th century Mannerism. His two great masterpieces are the Villa Farnese at Caprarola and the Jesuits' Church of the Gesù in Rome. The three architects who spread the Italian Renaissance style throughout Western Europe are Vignola, Serlio and Palladio.",Age: Dec. at 65 (1507-1573),"Place of Birth: Vignola, Italy","Structures: Sant'Anna dei Palafrenieri, St. Peter's Basilica, Palazzo Farnese, Villa Farnese, Sant'Andrea in Via Flaminia"
Buckminster Fuller,https://imgix.ranker.com/node_img/32/639147/original/buckminster-fuller-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Richard Buckminster ""Bucky"" Fuller was an American neo-futuristic architect, systems theorist, author, designer, and inventor. Fuller published more than 30 books, coining or popularizing terms such as ""Spaceship Earth"", ephemeralization, and synergetic. He also developed numerous inventions, mainly architectural designs, and popularized the widely known geodesic dome. Carbon molecules known as fullerenes were later named by scientists for their resemblance to geodesic spheres. Buckminster Fuller was the second president of Mensa from 1974 to 1983.",Age: Dec. at 87 (1895-1983),"Place of Birth: Milton, Massachusetts","Structures: Dymaxion house, Geodisic Dome, Expo 67, Montreal, R. Buckminster Fuller and Anne Hewlett Dome Home"
Robert Adam,https://imgix.ranker.com/node_img/96/1917415/original/robert-adam-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Robert Adam FRSE FRS FSA FSA FRSA was a Scottish neoclassical architect, interior designer and furniture designer. He was the son of William Adam, the country's foremost architect of the time, and trained under him. With his older brother John, Robert took on the family business, which included lucrative work for the Board of Ordnance, after William's death. In 1754 he left for Rome, spending nearly five years on the continent studying architecture under Charles-Louis Clérisseau and Giovanni Battista Piranesi. On his return to Britain he established a practice in London, where he was joined by his younger brother James. Here he developed the ""Adam Style"", and his theory of ""movement"" in architecture, based on his studies of antiquity and became one of the most successful and fashionable architects in the country. Adam held the post of Architect of the King's Works from 1761 to 1769. Robert Adam was a leader of the first phase of the classical revival in England and Scotland from around 1760 until his death. He influenced the development of Western architecture, both in Europe and in North America. Adam designed interiors and fittings as well as houses.",Age: Dec. at 63 (1728-1792),"Place of Birth: Kirkcaldy, United Kingdom","Structures: The Adelphi, Fort George, Scotland, Wedderburn Castle, The Register House"
Louis Sullivan,https://imgix.ranker.com/node_img/74/1477645/original/louis-sullivan-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Louis Henry Sullivan was an American architect, and has been called the ""father of skyscrapers"" and ""father of modernism"". He is considered by many as the creator of the modern skyscraper, was an influential architect and critic of the Chicago School, was a mentor to Frank Lloyd Wright, and an inspiration to the Chicago group of architects who have come to be known as the Prairie School. Along with Henry Hobson Richardson and Wright, Sullivan is one of ""the recognized trinity of American architecture"". In 1944, he was the second architect in history to posthumously receive the AIA Gold Medal.",Age: Dec. at 67 (1856-1924),"Place of Birth: Boston, Massachusetts","Structures: Harold C. Bradley House, Carrie Eliza Getty Tomb, Jewelers Building, Louis Sullivan Bungalow, Farmers and Merchants Union Bank"
Christopher Wren,https://imgix.ranker.com/node_img/37/727088/original/christopher-wren-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Sir Christopher Michael Wren PRS is one of the most highly acclaimed English architects in history. He was accorded responsibility for rebuilding 52 churches in the City of London after the Great Fire in 1666, including his masterpiece, St. Paul's Cathedral, on Ludgate Hill, completed in 1710. The principal creative responsibility for a number of the churches is now more commonly attributed to others in his office, especially Nicholas Hawksmoor. Other notable buildings by Wren include the Royal Naval College, Greenwich, and the south front of Hampton Court Palace. The Wren Building, the main building at the College of William and Mary, is attributed to Wren. It is the oldest academic building in continuous use in the United States. Educated in Latin and Aristotelian physics at the University of Oxford, Wren was a notable anatomist, astronomer, geometer, and mathematician-physicist, as well as an architect. He was a founder of the Royal Society, and his scientific work was highly regarded by Isaac Newton and Blaise Pascal.",Age: Dec. at 90 (1632-1723),"Place of Birth: East Knoyle, United Kingdom","Structures: St Peter upon Cornhill, Greenwich Hospital, St Andrew, Holborn, St Bride's Church"
